Price,Close,High,Low,Open,Volume
Ticker,NKE,NKE,NKE,NKE,NKE
Date,,,,,
2023-04-12,120.36536407470703,121.53338983312746,119.93708449776044,121.43605559094686,4524900
2023-04-13,123.06156921386719,123.29517289695004,121.14405405933282,121.31925867817675,5355300
2023-04-14,122.59435272216797,124.0933239012479,122.14660924157948,123.61638088894472,4828700
2023-04-17,122.82795715332031,123.11023165476789,121.79619338999859,122.67221642446923,3917900
2023-04-18,122.84741973876953,123.8889117170909,121.68912221503888,123.840248309432,3857700
2023-04-19,122.32180786132812,122.72088791153678,121.59178989974063,122.64301754669702,3547400
2023-04-20,121.13430786132812,122.01033087928627,120.41402556928546,121.47498884273658,3891600
2023-04-21,122.18553161621094,122.3315366856046,120.32642317271906,121.0856406222145,3651400
2023-04-24,123.70396423339844,123.74289941292699,121.8156562960842,122.16606548571492,3790900
2023-04-25,121.3387222290039,123.39249926013127,120.74497369343035,123.15889559197787,4383300
2023-04-26,120.54056549072266,121.650199654179,120.00522342685429,120.90071036818559,4003200
2023-04-27,122.35100555419922,122.65275135689006,119.85921332576177,121.12458074396139,4252100
2023-04-28,123.34383392333984,123.68450748118039,121.63072305603606,121.81566331291805,4420700
2023-05-01,124.5118637084961,125.25160990775248,123.48010734955172,123.53850641103857,4112600
2023-05-02,123.86945343017578,124.18092747253252,121.83513278937166,123.76238353191626,3831600
2023-05-03,123.36329650878906,124.95960924018235,120.3750900308185,122.1465999391573,4560100
2023-05-04,120.37509155273438,121.85459875874304,119.54773936014978,121.61125944174012,6177100
2023-05-05,123.21730041503906,123.64558001512209,121.88380563026116,122.57488844104157,4887500
2023-05-08,123.49955749511719,124.28798186815293,122.62354196571796,123.86943797974232,3892600
2023-05-09,121.76699829101562,122.31208343570357,120.8617756934757,121.93246725184636,4082100
2023-05-10,120.21936798095703,123.09076918352729,118.91506527467652,122.92530021684406,5052600
2023-05-11,118.96372985839844,120.56003522911895,118.65225582084632,120.16095517337541,5923100
2023-05-12,117.00727844238281,117.97090007607109,115.85871654802013,117.7664959371752,6571800
2023-05-15,116.63740539550781,116.79313869972444,114.86589543154903,116.62766974332966,5518200
2023-05-16,113.37666320800781,114.70042232307863,113.02625398085975,114.36948440084267,8306400
2023-05-17,113.86334228515625,114.00933994190082,112.1794308581412,113.27932195366996,7765400
2023-05-18,115.70298767089844,115.97552653318752,113.73680171959518,114.30135074926658,5970500
2023-05-19,111.70248413085938,112.41303079043706,110.08670747285773,111.50780821813986,11672400
2023-05-22,107.24449920654297,109.84336121160575,107.08875848620711,109.84336121160575,12710300
2023-05-23,105.88179779052734,108.10105107625276,105.30752059208362,106.84541936435521,11790400
2023-05-24,105.40486907958984,106.19328616239106,104.34390569888447,106.09595191191752,8503200
2023-05-25,104.61644744873047,106.06674776828018,104.55804096008364,105.46326355977617,6729800
2023-05-26,104.6456298828125,105.56058055935418,104.14921565411784,104.14921565411784,7911200
2023-05-30,103.6820068359375,105.97913044771538,103.43866753321635,105.5119231451214,9335200
2023-05-31,102.45558166503906,103.34133286162378,102.03703776907837,102.88385378625674,21465200
2023-06-01,100.86901092529297,101.81316866264564,100.15846427887658,101.40436039269704,12025200
2023-06-02,105.25377655029297,105.87877519116621,103.64244890249697,105.10729086402579,11835000
2023-06-05,102.73423767089844,105.35142204634542,102.71470972469123,105.35142204634542,7434000
2023-06-06,103.70104217529297,104.24791409455707,102.73424116728822,103.01744482564173,7896300
2023-06-07,104.57994079589844,105.70298772469039,102.94908529482522,103.55455595266577,11123900
2023-06-08,103.71080780029297,104.99986842722575,103.19323149978858,104.64831321130907,9137600
2023-06-09,103.37877655029297,103.78893049520693,102.88072821685677,103.42760759397991,5795200
2023-06-12,104.32603454589844,104.34556249160275,102.1482997966204,103.7986906050342,7964600
2023-06-13,104.27721405029297,104.96081142819968,103.79870110115826,104.62877671308581,8460500
2023-06-14,110.21471405029297,110.74205807093693,104.96081669365556,104.96081669365556,17415500
2023-06-15,109.77526092529297,110.17564718988997,107.57799796794673,109.20885357481765,10374200
2023-06-16,110.92759704589844,112.07017945565167,110.41002073706771,111.32799076439564,14443700
2023-06-20,106.97251892089844,110.17563858993545,106.40611161463504,108.79869111844242,10602400
2023-06-21,107.40220642089844,107.77329700287011,106.16196949724979,106.57212342215071,8377800
2023-06-22,107.87096405029297,108.64244839815522,107.20690204520723,108.22252672654847,6002900
2023-06-23,106.95298767089844,107.7049440257498,104.78502789662525,105.22447749060345,14324200
2023-06-26,109.1209487915039,109.57993375764663,107.09946736125787,107.09946736125787,6887100
2023-06-27,110.9471206665039,111.50376026321007,109.79477813027017,109.8924327620383,7138600
2023-06-28,110.38072204589844,111.08384737079844,109.49205514122919,110.6834536633415,6766000
2023-06-29,110.71275329589844,111.59165247394661,109.9705646483342,110.9373582145299,12465500
2023-06-30,107.78307342529297,109.61900598814482,107.22643378199517,108.97447195349925,19614400
2023-07-03,106.55260467529297,108.69127631924627,106.55260467529297,108.4568962414353,5734200
2023-07-05,104.58971405029297,106.35729507492748,104.0428421048528,106.0740914030184,10405300
2023-07-06,102.63658905029297,103.60338263144988,101.2401061217013,102.82213807769821,9923500
2023-07-07,102.0115966796875,102.99792571922202,101.59167500547552,102.3436314095762,7460200
2023-07-10,103.30064392089844,103.81822017170639,101.80650645707301,102.03111881431818,5374600
2023-07-11,104.87291717529297,105.09752955203967,103.14440695642857,103.1737026032713,5457200
2023-07-12,105.23424530029297,106.53306613632574,104.7069013166213,105.98619420536458,8305000
2023-07-13,105.31236267089844,106.57212758999343,105.15611674364176,106.51353629859356,6692300
2023-07-14,105.41979217529297,106.09362187450424,104.67761093184724,105.41003192644327,6932300
2023-07-17,106.16197204589844,106.54283033538846,104.25768059844829,104.74596122092997,6682900
2023-07-18,107.14830017089844,107.75376336978475,105.77134524974542,106.03502095619092,5717900
2023-07-19,107.30455017089844,107.66588052470628,106.03502498426053,106.52330562156078,5027100
2023-07-20,105.00962829589844,107.44126368230525,104.96080470454288,107.0018141072505,6458000
2023-07-21,106.50377655029297,106.72838893504488,104.99011095509007,105.46862392190903,6630200
2023-07-24,106.2205581665039,107.95884335641347,105.96665761958228,107.82212538481855,6787600
2023-07-25,105.76158905029297,106.29869328113708,104.87291471387326,105.74205365247536,7692800
2023-07-26,106.73815155029297,107.02134776675743,105.41978785360912,105.76159026419906,5148900
2023-07-27,105.14634704589844,107.6463488896168,104.88267878904064,107.25572290304478,6544600
2023-07-28,106.07408905029297,106.40611630963971,105.10728801745587,105.57604071070155,5988300
2023-07-31,107.80259704589844,108.25181433205722,106.49400853194517,106.84557118208181,6406000
2023-08-01,106.83580017089844,107.93931167981984,106.58189216465628,107.42173541943572,4566700
2023-08-02,104.9900894165039,105.97641079568605,104.93149068218,105.7420382101009,6213200
2023-08-03,106.09361267089844,106.53306224930522,104.15025788664946,104.49205283102928,5084300
2023-08-04,106.25962829589844,107.72447018561557,105.70298867582876,106.16197366003152,5617600
2023-08-07,107.89048767089844,108.3397049413902,106.62095509517368,107.29478472619677,4887300
2023-08-08,107.11901092529297,107.31432020423317,104.83385361872126,107.06041218115378,5851900
2023-08-09,107.11901092529297,107.44127049048716,105.76159132011576,107.21666556476306,4328600
2023-08-10,106.47447204589844,109.32602911179174,105.9764237215346,107.7244692555738,7276500
2023-08-11,105.5564956665039,106.9627461671598,105.33189076466452,106.34751529840815,5104300
2023-08-14,105.11705017089844,105.76158415878696,104.56041056798149,105.39048612312838,5305200
2023-08-15,104.05260467529297,104.31627293582787,103.12486701292487,103.58385199475514,6197600
2023-08-16,104.03307342529297,105.83971032851541,103.58385612426159,103.58385612426159,5953100
2023-08-17,102.5877685546875,105.30260780330997,102.32409282877295,104.91198178935194,5692800
2023-08-18,102.35338592529297,102.58776599816987,101.32800104609899,101.39636003804526,5835200
2023-08-21,100.44908905029297,103.00768216366832,100.22447668838944,102.99791446517575,6697600
2023-08-22,99.08190155029297,99.97057584630257,98.36901602436329,98.59362093505366,9820100
2023-08-23,96.43541717529297,96.86510648157306,94.28698554503366,94.70690715328814,20909100
2023-08-24,95.34166717529297,96.8651077121071,95.27330818938643,96.38658736019059,10310000
2023-08-25,96.52330780029297,96.76744810628388,95.51745093170176,96.19128056041934,7290600
2023-08-28,97.29479217529297,97.7147138001122,96.55261100862201,97.25572883222016,6006600
2023-08-29,99.38462829589844,99.76549401171762,97.38268234148882,97.68541392397604,8641600
2023-08-30,99.70690155029297,100.40025913965921,99.13073399244522,99.25768427199532,4822100
2023-08-31,99.32605743408203,100.47840016477838,99.22840278583429,100.21473186945227,7046200
2023-09-01,100.29608917236328,100.88398972047685,99.47302242455544,99.91395344231141,6359400
2023-09-05,98.29722595214844,99.9041576811761,98.20904422978589,99.45343365723531,6698700
2023-09-06,98.16004180908203,98.2874178900533,97.03322809859186,97.7485121854264,6096000
2023-09-07,95.95540618896484,96.76867242595299,95.67125265523788,96.27875408688455,9927100
2023-09-08,95.70064544677734,96.15136941641245,95.31850974479192,96.1219755124998,6435000
2023-09-11,94.83839416503906,96.39633091457421,94.63262935711333,96.34734356538847,7584700
2023-09-12,94.3582763671875,95.21072950430278,94.24069327302371,95.03435860083744,6307700
2023-09-13,94.19170379638672,95.24012881663734,93.73118680477549,94.35828172480048,7140700
2023-09-14,95.23033142089844,95.7104493115265,93.9663411787643,94.76980697505567,7075300
2023-09-15,94.31908416748047,96.17097495859487,94.1917006103222,96.17097495859487,10465700
2023-09-18,93.5842056274414,94.4268657903432,93.35883989643061,94.06432351891218,6946300
2023-09-19,92.71214294433594,93.56459601265374,92.50637815282613,93.12367252735557,9386600
2023-09-20,92.14384460449219,93.476423120892,91.93807979357821,92.07525633418753,10274200
2023-09-21,89.74323272705078,91.6049238061688,89.63545757601842,91.53633554156993,7958600
2023-09-22,89.0181655883789,90.46832724068096,88.72421905417728,89.73344969183542,9289400
2023-09-25,88.77320098876953,89.01816015677142,87.97953567662282,88.18530048067713,8291700
2023-09-26,88.35187530517578,88.87118757102054,87.96973958217451,88.18530485680311,8060500
2023-09-27,87.61700439453125,88.87119429575176,87.41123956469615,88.73401774252837,7631000
2023-09-28,87.82276916503906,87.96974617926813,86.87233375422225,87.30345686024964,16315600
2023-09-29,93.6919937133789,97.46436374551391,92.71215695305494,97.36638156459375,34920400
2023-10-02,92.65335845947266,94.43666100256112,91.84009965795829,94.26029009278045,12776300
2023-10-03,93.17266845703125,94.11331826997092,92.28102094500406,92.41819748531594,10964300
2023-10-04,93.95654296875,94.3190852482272,93.20207197969427,93.65279597615834,8045400
2023-10-05,93.85855865478516,94.28968919618056,93.35883984321875,93.85855865478516,7430000
2023-10-06,95.1519546508789,95.73985525062498,93.14328616988799,93.85857034121287,8531200
2023-10-09,94.92658233642578,95.18134198642832,93.98593994667931,94.82860015582825,5964200
2023-10-10,95.65165710449219,96.86665246546843,95.26952140647902,95.2891148503636,8499000
2023-10-11,96.66089630126953,96.95484283916497,96.03380138308593,96.32774792098137,7642900
2023-10-12,97.24879455566406,98.03266692265953,96.53351046011363,97.53294810181089,10705200
2023-10-13,97.89549255371094,98.81653400848889,97.44476107356466,97.58193761950098,8774700
2023-10-16,99.98253631591797,100.51164902331628,97.59173241039089,97.70931550388852,10845400
2023-10-17,100.9329833984375,101.50128301899215,99.9139523047146,99.9139523047146,9253800
2023-10-18,101.67765808105469,101.80504164519745,100.85459878456884,100.89379315233882,8757300
2023-10-19,100.97217559814453,102.24595883129709,100.77620377150204,101.67765174737508,8391100
2023-10-20,100.59983825683594,101.67765719667128,100.50185607604386,101.2367336453263,7814600
2023-10-23,100.73700714111328,101.66785647672326,99.71797609216755,100.07071789663186,5966100
2023-10-24,103.0592269897461,103.51975144638575,101.56987845763999,101.56987845763999,9252200
2023-10-25,101.45230102539062,102.92205619433486,101.40330619620127,102.35374906820836,7054700
2023-10-26,98.00326538085938,100.56063981642652,97.9346771095268,100.11971628294015,11222600
2023-10-27,96.00440216064453,98.31680987117217,95.83782424194409,97.76810371703618,9602700
2023-10-30,99.74738311767578,99.99234230266461,97.00383725557647,97.00383725557647,8206700
2023-10-31,100.69781494140625,100.85459240256543,99.35544343914461,99.35544343914461,6558500
2023-11-01,98.8459243774414,100.59983298121837,97.95427686076331,100.48225736065821,7272400
2023-11-02,102.96125030517578,103.4217747863835,99.83556859485547,99.99234606742039,8135100
2023-11-03,104.90131378173828,105.47942131691525,103.91168410589748,104.28401935740148,7563300
2023-11-06,105.08749389648438,105.43043527189677,104.22524022751016,104.803340335268,5231900
2023-11-07,107.15493774414062,107.15493774414062,105.06788834937691,105.15607006051489,7745800
2023-11-08,107.18433380126953,108.46791745958015,106.70421592134245,107.16474035692093,8639700
2023-11-09,104.84253692626953,107.68406512312184,104.7641481886385,107.60567638549081,9154200
2023-11-10,103.9704818725586,105.65580233914285,103.48056347997301,105.17567693200476,8897700
2023-11-13,102.09898376464844,103.58833977310658,102.07939031939335,103.24539841443561,7055600
2023-11-14,103.61772918701172,104.94050721343592,103.25518692324069,103.43155782513462,9674800
2023-11-15,105.64598846435547,106.86098383054365,104.56816963262916,104.6661518035933,11140800
2023-11-16,105.44023132324219,105.82236705065802,104.84253031870749,104.94051249679033,5386800
2023-11-17,103.82350158691406,106.02813428405409,103.39237102284932,105.88115727579918,6352600
2023-11-20,104.1762466430664,104.40161239277882,102.98084456972538,103.86269917100658,6197400
2023-11-21,104.40160369873047,104.54857322373728,103.22579516975057,104.02926096721782,5803500
2023-11-22,105.74397277832031,105.85175541123331,104.666153924751,105.33244316659467,6280300
2023-11-24,105.4696273803711,105.82236920911303,105.23446865306352,105.33245083314492,2443600
2023-11-27,105.78317260742188,106.03793225070092,104.74454806448878,105.48922607338699,5785000
2023-11-28,106.5572509765625,107.68406478085224,105.96935039732135,106.380880055234,7287400
2023-11-29,108.14457702636719,109.88868512008989,107.92901176075013,108.56590709764767,9601800
2023-11-30,108.04658508300781,108.3699329745654,106.76300145208337,108.30134470746778,8690900
2023-12-01,111.56622314453125,111.63504233154029,107.89912432060372,108.46934472766655,8049900
2023-12-04,113.20805358886719,113.37518482260533,111.09431077746875,111.17296341713208,10086600
2023-12-05,113.46368408203125,114.08305681460341,112.66733913931913,112.72633237627558,6960000
2023-12-06,114.1518783569336,115.16450685356634,113.62098421777351,114.0437328378049,6317000
2023-12-07,112.87378692626953,114.04372059815624,112.19542851631054,112.19542851631054,7294500
2023-12-08,113.95525360107422,114.32884243735093,112.53953590448116,112.56902877303858,6121000
2023-12-11,116.60970306396484,117.40604042425578,115.44960286588824,115.80353224840168,7972800
2023-12-12,117.62232971191406,117.96642563411197,116.58020849019225,117.6616560316979,7378400
2023-12-13,119.12653350830078,119.39198430880221,117.18975526305995,117.33722709659085,8182900
2023-12-14,118.97905731201172,120.52257977814818,117.79929768848238,119.39197993090288,9590500
2023-12-15,119.50012969970703,120.00152343218667,118.5661464221043,118.89058295539985,13632900
2023-12-18,119.09703826904297,119.78523014417135,118.82176151899161,119.36248906425597,6874800
2023-12-19,120.57173919677734,121.25993105833993,119.58860367984293,119.68691573139063,7697300
2023-12-20,119.38214111328125,121.30908574554971,118.95939255870465,119.08719747028235,9176600
2023-12-21,120.46359252929688,121.22061107045127,119.25434005552572,120.2374755629885,16533300
2023-12-22,106.21796417236328,108.93142035097797,105.63791030594722,106.43425519032424,46642900
2023-12-26,106.19828796386719,106.85699441564267,105.66740142173204,106.47357219036273,12846700
2023-12-27,105.32330322265625,106.75868014995108,105.04802648327487,106.51289627539933,10157900
2023-12-28,106.98480224609375,107.55502262260336,105.00869783824683,105.40195352896822,9352900
2023-12-29,106.73902130126953,108.1055790509009,106.2671129593295,107.12244354752704,7660900
2024-01-02,104.75308990478516,106.03116154677731,104.65477035478466,105.79521112837898,9326600
2024-01-03,102.2854232788086,105.66741196299805,102.24609695681465,103.93709129890938,10573700
2024-01-04,100.57477569580078,101.8725143982943,100.57477569580078,100.73207349269695,10420600
2024-01-05,100.35847473144531,101.93149004840413,100.1815100394919,100.73206352524532,8039900
2024-01-08,101.87250518798828,101.94132437429518,100.0143796569734,100.35847558850787,9414200
2024-01-09,101.00733947753906,101.65621250986574,100.7713890570242,101.43008804385622,7759500
2024-01-10,102.01997375488281,102.07896698897511,100.64358997154697,100.95819305069932,6784700
2024-01-11,104.11405181884766,104.22219732480828,101.98064956622194,102.4623838650374,9537700
2024-01-12,103.2882080078125,104.52696077538873,102.95394555506158,104.21235773132331,6680000
2024-01-16,100.00455474853516,102.46239375631185,99.65062533135696,102.18711698755757,10547900
2024-01-17,99.1197280883789,99.60146241854888,98.54950765633248,99.34585257030392,8226200
2024-01-18,99.23770904541016,99.71944338523107,98.38237838020503,99.29669478069006,8852400
2024-01-19,100.06352996826172,100.45678566832247,97.98911346365168,99.31634488821916,8408400
2024-01-22,98.86410522460938,100.09302462129845,98.40203033133768,100.03403889049058,9897400
2024-01-23,100.1815185546875,100.41746899710438,99.52281950671197,99.91606774383034,8208000
2024-01-24,99.06072998046875,100.08319174791895,98.99191079904077,100.06352483852339,7879300
2024-01-25,99.07056427001953,100.02420693627914,98.40203180815817,99.81774937462431,10063700
2024-01-26,101.01717376708984,101.52840093254915,99.51297763520014,99.85707356394472,9735800
2024-01-29,102.12811279296875,102.25592520812623,99.63094772891515,101.14497729534428,8860800
2024-01-30,102.42305755615234,102.5508624719708,101.39076227213147,101.59721982878992,7542800
2024-01-31,99.81774139404297,102.5410308006541,99.41465975848543,102.33456575477761,11547600
2024-02-01,100.04386901855469,100.52560330583097,98.91326171105734,100.18150738634792,7666700
2024-02-02,99.0115737915039,99.69977313142182,97.75316157085553,99.17870502377441,8961200
2024-02-05,97.99894714355469,98.89359655003383,97.37957447753067,98.8051179551998,10097900
2024-02-06,100.87953186035156,100.89919126956428,97.4582171012471,97.8219799278743,11368600
2024-02-07,102.03964233398438,102.5803624003514,100.62392470429914,100.66325102742698,9447800
2024-02-08,102.01997375488281,103.18990747144736,101.31212245233684,102.66884682479463,6330400
2024-02-09,102.73766326904297,103.17024530409323,101.5873964948181,102.04947139576198,5449000
2024-02-12,105.37246704101562,105.61825092499815,102.88513533522914,102.97361393311297,7501900
2024-02-13,103.22923278808594,104.01574422866771,102.4918811253139,103.2193993323782,6180500
2024-02-14,104.53679656982422,104.62527516198158,102.69833053636115,103.0522599064474,5743300
2024-02-15,104.26152038574219,105.5297585510345,104.04522938058274,105.21515549827399,7201300
2024-02-16,101.76435852050781,102.93428467438544,99.9357258757991,102.86546548886322,14572100
2024-02-20,101.55789947509766,102.08878604092695,100.44695156701734,101.39076074065511,8759500
2024-02-21,103.49467468261719,103.7404585668742,101.19414112632153,101.60705625169837,8893500
2024-02-22,103.3078842163086,104.22220056741315,102.32474867751783,104.01574300435456,6705500
2024-02-23,103.8486099243164,104.82191956131157,103.41603536415897,103.48485455559738,6947300
2024-02-26,102.77698516845703,104.3106741347693,102.0101406853009,103.53399619649542,5831500
2024-02-27,103.37670135498047,103.47501340676514,102.23626055223782,103.06209828883229,5317400
2024-02-28,102.59019470214844,103.66181636832059,101.9511550847866,102.34441081091151,4219800
2024-02-29,102.17727661132812,103.78961829117486,101.93149272719627,103.20957192497352,10811600
2024-03-01,100.51969909667969,102.5521991675141,100.47037121144558,102.48313410616464,7347600
2024-03-04,98.21095275878906,100.41117380595882,97.68803047029206,100.29278085159882,11050900
2024-03-05,96.99736785888672,97.84588578821959,96.69150937070648,97.67815742550961,8670600
2024-03-06,96.3264389038086,98.76346060176898,95.76404986024286,98.66479730996434,10045300
2024-03-07,96.87898254394531,97.08617774847758,96.37578988863675,96.68164840091849,8133900
2024-03-08,97.83602905273438,97.99388883416754,96.71124329520795,97.17496910587069,9040900
2024-03-11,99.73038482666016,100.40130578915455,98.11228265726668,98.56613984843537,8537400
2024-03-12,98.84239959716797,100.01651315752703,98.31947734752043,99.44425549554303,7040900
2024-03-13,100.00664520263672,100.6380993414002,98.99039893329947,99.2666591780676,7326400
2024-03-14,98.92133331298828,101.12155419818929,98.75359742744675,100.83542536700323,8350900
2024-03-15,98.30961608886719,99.8093254163905,98.01361864783486,98.96080744812727,15194400
2024-03-18,97.421630859375,98.3293528283182,97.2045670739218,97.65843182215718,7207000
2024-03-19,98.6253433227539,98.70427697748063,97.12564152058428,97.1848379978655,6168900
2024-03-20,98.93119812011719,99.09893401201113,97.70775662778532,98.1221470082889,7771700
2024-03-21,99.47386169433594,100.55917310486869,98.42801711132607,99.09893812415993,17176000
2024-03-22,92.6067886352539,93.89929520069718,90.49536236348709,92.59692004682675,41779000
2024-03-25,92.49826049804688,94.2446243441378,91.5313420361951,92.8139875927791,14548800
2024-03-26,91.34387969970703,92.60678801899209,91.1761513351986,92.48838754123636,10816900
2024-03-27,92.87317657470703,92.89291375076911,91.0873460449716,92.02465866468833,11095700
2024-03-28,92.72518920898438,93.54410138862116,92.18252975784488,93.10998135523697,11331700
2024-04-01,91.32414245605469,92.6659844261935,90.46576345741862,92.5574525368788,10360000
2024-04-02,89.73564147949219,90.67296168887272,89.42978297799803,90.53483155738971,11107300
2024-04-03,89.1239242553711,90.21910424336018,89.0745888395949,89.79484526127858,8876600
2024-04-04,87.88074493408203,89.83431146125716,87.70314797706611,89.73564063039356,12110300
2024-04-05,87.65380859375,89.04498594865393,87.61434929622384,87.95967460603173,9706400
2024-04-08,88.79832458496094,89.05485518591401,87.61434993483903,87.92020842182295,8452500
2024-04-09,89.78497314453125,89.94284044678967,88.67006355055844,88.79832508799794,7194600
2024-04-10,87.81168365478516,88.89699509332749,87.5847512725538,88.69966847814811,7932900
2024-04-11,90.77162170410156,91.17615102273513,89.61724527816682,90.01190600847274,15330200
2024-04-12,90.77162170410156,91.63000822795236,89.90337411945042,90.78149029242923,10903600
2024-04-15,91.85694122314453,92.66599240472326,91.30442066817214,92.34039670874537,11597300
2024-04-16,92.14306640625,92.93238790539431,90.42630080226799,91.79774107319726,10388200
2024-04-17,93.57369995117188,93.80063232085257,92.40946244746353,93.34677510901862,10181200
2024-04-18,94.46168518066406,94.59981530982151,93.2678419057876,93.88943501452357,10062900
2024-04-19,93.2678451538086,94.93528287781244,93.22837832588527,94.14596137440137,11237600
2024-04-22,92.93238067626953,93.79075964772417,92.59691643059396,93.36650069225418,8642000
2024-04-23,92.76464080810547,93.45529891836917,92.65611645441263,93.10997362700071,6582700
2024-04-24,93.37637329101562,93.91903274371373,92.84358242678316,92.84358242678316,6493200
2024-04-25,92.68572235107422,93.52437170729884,91.20575024213875,92.74491882662286,5317900
2024-04-26,92.86331176757812,94.14594964136134,92.65611659244838,93.32703000094844,6115700
2024-04-29,92.80411529541016,93.6230350022347,92.44892138708933,93.17904638059737,5030700
2024-04-30,91.02815246582031,92.2614625454609,91.01828387747554,91.66947521273889,6493300
2024-05-01,89.13378143310547,90.64335927627339,88.88711942002622,90.58415527441583,9783100
2024-05-02,91.17615509033203,91.2156143903484,89.6961829313051,90.11057332922601,7333300
2024-05-03,90.91961669921875,92.39958873167203,90.64335645756512,91.84706072083776,5736700
2024-05-06,92.11346435546875,92.12333294386978,91.24521676436238,91.57080490632266,6696300
2024-05-07,92.5278549194336,93.06064578122347,91.96546581990995,92.82385235182599,7113500
2024-05-08,92.34039306640625,92.38972848295191,91.49188261653703,91.8766747775045,5372900
2024-05-09,92.14306640625,92.72519270556265,91.76814283429668,92.38972843379163,6429800
2024-05-10,89.72577667236328,91.89639938578408,89.66657267025113,91.82733432292598,10548400
2024-05-13,91.48200988769531,91.53133777448093,89.93297272511255,90.05136567541993,8792100
2024-05-14,91.55107116699219,93.08037108962584,91.36360563338451,91.74839776103296,7811000
2024-05-15,90.4460220336914,91.38334216762097,89.636970959762,91.05774651496563,15614400
2024-05-16,90.54468536376953,91.60039844267492,90.30789194698966,90.46575924319424,12711700
2024-05-17,90.94921875,91.05775063913404,90.12043046275159,90.78149038589369,12019600
